"party","levels_of_party","race","gender","education","state_of_residence","president_voted_for","immigration_importance","environment_importance","gay_rights_importance","health_care_importance","climate_change_importance","abortion_importance","racial_equality_importance","gender_equality_importance","legality_abortion","gay_marriage","police_racial_bias","global_warming","religion_importance","age_group","ideology"
3,5,3,1,3,4,2,1,3,4,2,4,2,2,4,2,2,1,4,1,"4","2"
3,4,1,2,2,54,4,4,1,1,1,1,3,3,2,1,1,2,1,3,"4","3"
2,7,7,1,4,6,2,1,1,3,1,3,1,1,1,2,2,1,3,1,"5","2"
1,1,1,2,6,12,1,2,1,2,1,1,1,1,2,1,8,2,1,2,"5","3"
1,1,2,1,5,44,1,2,1,1,1,1,2,1,1,1,1,2,2,3,"5","1"
3,3,1,2,6,36,1,2,1,2,1,1,2,1,2,2,8,1,1,2,"5","3"
3,5,7,2,6,13,2,1,2,3,1,3,2,2,3,8,8,1,5,1,"5","2"
3,5,1,1,5,34,2,1,2,4,1,2,1,4,3,2,1,2,1,3,"5","3"
2,6,1,1,6,6,2,1,3,4,2,4,1,4,4,2,2,1,4,2,"5","2"
3,3,1,2,5,26,1,1,1,1,1,1,2,1,1,1,1,2,1,4,"5","3"
3,3,1,1,5,36,1,4,1,3,1,1,4,4,4,1,1,2,1,4,"3","3"
3,4,1,1,5,48,2,1,1,3,1,4,2,1,3,2,2,8,2,1,"5","3"
3,4,1,1,3,8,2,1,1,2,2,4,2,1,2,1,1,1,1,4,"5","3"
1,1,1,1,3,13,1,2,1,2,1,1,2,2,2,1,1,2,1,3,"5","1"
1,1,4,1,6,6,1,1,1,1,2,1,2,1,1,1,1,2,1,4,"2","1"
3,4,1,1,5,13,3,1,4,2,2,4,4,4,4,1,1,1,4,4,"3","2"
3,4,1,1,3,29,2,1,2,4,2,3,2,3,3,2,2,1,4,2,"4","2"
2,7,1,1,6,24,2,1,4,4,3,4,1,4,4,2,2,1,2,1,"4","2"
3,5,1,2,2,12,2,2,1,3,1,2,1,1,2,2,8,2,2,1,"5","2"
1,1,1,2,3,41,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
3,4,1,1,6,48,NA,1,2,2,1,3,1,2,1,1,1,8,2,1,"4","3"
2,7,1,1,5,6,2,2,2,4,2,4,1,3,4,3,2,1,4,1,"5","2"
1,1,1,2,3,51,1,3,1,2,1,1,1,1,1,3,1,2,1,3,"5","1"
3,3,1,1,2,12,1,2,1,2,1,1,1,2,3,2,1,1,1,3,"5","3"
2,7,1,1,1,12,2,1,4,4,2,4,3,NA,4,2,2,1,4,3,"5","2"
2,7,1,1,5,4,2,2,3,3,2,3,1,2,1,2,2,1,3,1,"3","2"
3,4,1,1,4,53,2,1,3,4,2,4,3,3,3,2,1,1,4,4,"4","3"
3,4,1,2,3,12,2,1,4,1,1,4,1,4,2,2,1,1,3,4,"2","3"
1,2,1,2,6,34,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"3","1"
2,6,1,1,4,16,2,1,2,4,1,4,1,2,2,3,2,1,2,1,"4","2"
1,1,1,2,6,39,1,3,1,2,1,1,2,2,2,1,1,2,1,2,"4","1"
1,1,1,1,3,18,1,3,1,1,1,2,4,2,2,1,1,2,1,3,"4","3"
2,7,1,2,6,21,2,1,1,2,1,2,1,1,1,3,2,1,4,1,"5","2"
1,2,1,1,4,42,1,3,1,2,3,1,2,3,2,2,1,2,1,4,"3","3"
2,6,1,1,3,39,2,1,3,2,1,4,2,2,1,3,1,1,4,3,"4","3"
2,7,1,1,1,13,2,1,2,3,1,2,2,4,2,3,8,1,3,1,"4","2"
2,7,1,1,5,37,2,1,2,4,1,3,1,4,4,2,2,1,2,3,"4","2"
1,1,1,1,2,29,1,3,2,2,1,2,2,1,2,2,1,2,1,4,"4","1"
2,7,1,1,6,47,2,3,4,4,3,4,2,3,4,2,2,1,3,2,"5","2"
3,4,3,2,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"5","3"
2,7,1,1,2,29,2,1,2,4,1,2,1,4,4,3,2,1,1,1,"4","2"
2,7,1,2,3,47,2,3,1,3,1,3,3,3,2,3,8,1,3,1,"5","2"
3,4,1,2,4,48,NA,3,2,2,1,1,2,3,2,2,1,1,1,1,"4","3"
3,5,1,1,5,17,2,1,3,3,2,4,3,4,4,1,8,2,3,4,"3","3"
3,3,1,1,5,36,1,4,1,1,2,1,2,2,1,1,1,1,1,4,"4","1"
2,7,1,1,2,4,2,1,2,4,2,4,3,3,4,2,1,1,2,2,"5","2"
4,4,1,1,2,19,2,1,2,2,2,3,1,2,2,2,1,1,3,1,"4","2"
3,3,1,1,2,13,1,2,1,4,1,1,4,3,2,1,8,1,1,4,"4","3"
4,4,3,1,4,35,2,1,4,3,1,4,3,4,4,1,1,1,4,4,"3","2"
1,1,1,2,6,12,1,3,2,3,1,3,2,2,2,1,1,2,2,4,"5","1"
2,6,1,1,5,51,2,1,4,4,1,4,1,4,4,2,2,1,3,1,"3","2"
1,1,1,1,6,6,1,2,1,2,1,1,2,1,2,8,8,2,1,1,"5","3"
1,1,1,1,2,25,1,3,2,2,2,2,2,2,2,1,1,2,1,4,"3","1"
3,3,1,1,5,25,1,2,1,1,2,1,3,2,2,2,1,8,1,1,"4","1"
2,7,1,1,6,42,2,1,4,4,2,4,1,3,4,3,2,1,3,1,"4","2"
4,4,3,1,2,55,3,3,2,3,1,2,1,2,3,3,2,1,2,1,"3","3"
1,1,1,1,2,36,4,2,1,1,1,1,4,1,1,1,1,2,1,4,"5","1"
1,1,7,2,5,25,1,1,2,1,2,2,4,2,1,1,1,2,1,4,"4","3"
1,1,3,2,6,36,1,3,1,1,1,1,1,1,1,1,1,2,1,2,"1","1"
1,2,2,2,4,51,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"2","1"
3,3,2,2,6,51,1,3,1,1,1,1,2,1,2,1,1,2,1,1,"4","3"
1,1,1,2,4,12,1,2,1,2,1,1,2,1,1,2,2,2,3,2,"3","1"
2,7,1,2,5,47,2,1,4,2,1,4,1,2,3,2,2,1,4,1,"5","2"
2,7,1,2,5,20,6,2,1,1,1,1,1,1,1,2,2,1,1,1,"5","2"
1,1,2,2,3,11,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"5","1"
2,7,1,2,5,4,2,1,2,4,2,4,1,1,4,3,2,1,4,1,"4","2"
2,6,6,2,2,6,2,1,1,1,1,2,1,1,1,2,1,8,3,1,"5","3"
2,6,1,1,3,12,2,1,2,1,1,2,1,3,2,1,1,1,1,4,"5","2"
2,7,1,2,3,48,2,1,3,3,1,3,1,2,2,2,1,1,4,1,"5","2"
3,3,1,1,3,6,1,2,1,2,1,1,2,1,2,1,1,2,1,4,"4","1"
1,1,2,1,5,6,1,2,1,2,1,1,2,1,1,2,1,2,1,3,"4","1"
1,1,2,2,3,13,1,2,2,2,1,2,1,1,2,2,2,NA,1,1,"4","4"
1,1,2,2,3,13,1,2,1,3,1,1,2,1,2,1,1,2,1,1,"4","1"
1,1,1,2,3,42,1,1,1,3,1,1,1,4,1,1,1,2,1,4,"4","3"
3,4,1,2,2,20,3,2,1,2,1,1,2,2,2,1,1,2,1,3,"2","1"
1,1,1,1,3,42,1,3,1,1,1,1,4,1,1,2,1,2,1,4,"4","1"
2,6,1,2,5,29,1,1,1,1,1,1,1,1,1,2,1,1,1,2,"5","3"
1,1,2,1,5,48,1,1,1,2,1,1,3,1,1,2,1,2,1,1,"3","3"
1,1,1,1,5,17,1,3,1,1,1,1,3,1,1,2,1,2,1,3,"5","1"
3,5,1,1,6,48,2,2,3,3,1,4,3,2,4,2,8,1,3,2,"4","2"
2,7,1,1,5,21,2,2,1,4,2,1,3,3,3,3,2,1,1,1,"1","2"
1,1,1,2,3,6,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
3,3,1,2,5,29,1,1,2,2,1,1,2,1,2,2,1,2,2,2,"4","3"
3,5,1,1,3,17,2,1,3,3,1,4,1,3,3,3,2,1,4,2,"5","2"
1,1,6,1,3,29,1,1,1,1,1,1,1,1,1,1,1,8,1,4,"4","1"
1,2,1,1,5,8,1,3,1,2,1,1,4,1,2,1,1,2,1,4,"4","3"
2,6,1,2,6,20,2,2,3,3,1,3,3,2,3,2,1,8,3,2,"5","2"
1,1,1,1,3,17,1,2,1,2,1,1,3,2,2,2,1,2,1,1,"4","3"
3,4,7,1,5,29,2,4,2,4,2,2,1,3,4,3,1,1,1,1,"4","3"
3,3,1,1,5,51,3,3,1,3,2,2,2,3,3,2,1,1,1,3,"3","3"
1,2,1,1,2,18,1,3,2,3,1,2,1,1,1,1,1,2,1,4,"5","3"
3,3,1,1,5,12,1,2,2,1,1,1,3,2,1,2,1,1,1,1,"5","3"
1,1,1,1,5,48,1,2,3,4,NA,2,NA,2,NA,3,1,NA,1,1,"3","3"
3,5,1,2,5,19,NA,2,2,2,2,3,2,2,2,2,1,8,5,3,"4","2"
1,1,1,2,3,48,1,2,1,2,1,1,4,2,1,1,1,2,1,4,"5","1"
1,1,1,2,5,18,1,1,1,1,1,1,2,1,1,1,1,2,1,4,"5","1"
1,1,1,2,6,51,1,3,1,1,1,1,1,1,1,1,1,2,1,4,"1","1"
1,2,1,2,2,17,1,2,1,1,1,1,1,2,1,1,1,1,1,2,"5","3"
1,1,1,2,2,39,1,2,1,1,1,1,1,2,1,2,1,8,1,2,"4","4"
2,7,1,1,3,37,2,1,3,4,1,4,4,1,4,2,2,1,4,1,"5","3"
2,6,1,2,4,12,1,1,1,3,1,1,1,1,3,2,2,2,2,1,"5","2"
1,2,1,2,2,56,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"3","3"
3,3,1,1,6,1,1,2,1,2,1,1,3,1,2,1,1,2,1,4,"5","1"
3,5,1,1,6,51,3,3,4,4,1,4,4,4,4,2,1,1,1,4,"4","2"
2,6,1,1,6,24,6,1,3,4,3,4,4,4,4,2,8,1,5,2,"3","2"
1,1,1,2,5,24,1,3,2,3,1,2,3,3,2,1,1,8,1,2,"4","1"
1,1,1,1,3,42,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"5","3"
2,6,1,2,2,40,NA,2,2,4,1,3,1,2,3,2,8,2,2,1,"4","2"
2,6,1,2,6,56,3,1,3,3,3,1,2,4,4,1,8,1,1,4,"5","2"
3,4,3,2,6,9,4,1,1,1,1,NA,NA,1,NA,1,1,2,1,4,"2","1"
1,1,1,2,2,12,1,2,1,3,1,1,3,2,2,2,1,2,1,4,"5","1"
3,4,1,2,2,36,2,2,2,2,1,2,3,1,2,2,1,8,2,2,"4","3"
2,7,1,2,4,44,2,NA,2,3,2,3,2,3,2,2,8,1,3,2,"4","2"
1,1,1,2,2,53,1,2,1,1,1,1,1,2,1,1,1,8,1,2,"5","3"
1,1,1,2,2,47,1,1,1,3,1,1,2,3,2,2,8,1,1,3,"4","3"
1,2,7,2,4,32,1,2,1,1,1,1,1,1,1,1,1,8,1,1,"5","4"
1,2,1,2,2,39,3,2,1,1,1,1,2,2,1,1,1,8,1,3,"4","1"
1,2,1,1,5,54,1,2,2,3,1,3,4,3,2,2,2,NA,2,2,"5","3"
1,2,1,2,2,54,2,1,2,4,1,2,1,4,4,2,2,1,2,2,"4","3"
2,7,1,2,5,16,5,2,3,4,2,3,2,4,3,3,2,1,3,2,"4","2"
2,7,1,2,3,46,2,1,2,3,1,3,1,1,2,3,2,1,3,1,"5","2"
2,6,3,2,6,4,2,2,2,4,2,2,1,2,3,2,2,1,2,2,"4","2"
1,2,1,2,5,24,2,1,2,2,1,1,3,2,1,1,8,8,2,2,"4","3"
1,2,1,1,2,42,2,3,2,2,1,2,2,3,3,2,1,1,1,1,"5","2"
2,7,1,2,2,29,2,1,3,4,1,3,1,2,2,3,2,1,2,1,"5","2"
3,4,1,2,3,16,4,3,1,2,2,1,2,2,2,2,1,2,1,3,"3","1"
3,5,1,2,5,54,NA,2,2,4,1,4,1,1,3,3,2,1,4,1,"4","2"
5,4,2,2,3,6,1,2,3,3,1,3,3,1,3,1,8,2,1,1,"4","3"
1,1,1,2,3,54,1,2,2,1,1,2,2,2,2,1,1,2,1,3,"3","1"
2,7,1,1,6,20,2,1,2,3,1,2,3,1,2,2,2,2,2,2,"4","2"
2,7,1,2,2,21,2,2,2,4,1,2,3,1,2,2,8,1,5,2,"4","2"
3,5,1,2,4,49,3,2,2,3,2,3,2,2,2,2,8,1,2,2,"3","3"
2,7,3,1,6,48,1,1,4,4,1,4,3,3,4,2,2,1,3,1,"4","1"
2,6,1,2,4,45,2,1,3,3,3,3,3,3,2,2,1,1,5,1,"4","2"
3,4,1,2,1,19,1,4,4,3,1,4,3,3,3,8,8,8,5,2,"3","4"
5,4,1,2,3,18,2,1,2,4,1,3,3,3,3,1,2,1,2,3,"5","2"
1,2,1,2,2,42,2,2,2,3,1,3,3,2,3,1,1,1,2,3,"5","3"
3,3,1,1,3,37,1,2,2,2,2,2,3,2,2,2,1,1,1,2,"4","3"
1,1,1,2,2,27,1,1,1,2,1,2,2,2,2,2,1,1,2,2,"4","2"
2,7,1,2,2,48,NA,1,2,4,1,3,2,2,2,2,2,8,2,1,"2","2"
1,1,1,1,2,16,1,3,1,2,1,1,3,2,3,2,1,1,1,4,"5","3"
1,1,1,2,4,16,1,3,2,2,1,1,3,2,2,1,1,2,1,2,"4","3"
1,2,3,2,5,6,1,2,1,2,2,1,2,2,NA,1,1,8,1,2,"2","1"
1,1,1,2,5,24,1,3,1,1,1,1,1,1,1,1,1,2,1,3,"4","1"
1,2,1,2,2,46,2,1,2,3,1,3,1,2,3,2,2,1,2,1,"5","3"
3,4,1,2,3,40,3,2,2,2,1,2,3,1,2,8,8,8,5,1,"3","4"
2,6,1,2,2,16,NA,4,1,4,1,1,2,1,2,2,2,8,5,1,"5","2"
2,7,7,2,3,13,2,1,3,1,1,4,1,1,1,2,1,1,4,1,"4","2"
2,6,1,2,2,42,2,2,3,3,1,3,3,2,2,2,2,1,4,1,"4","3"
3,4,3,1,6,6,1,1,1,1,1,1,3,2,1,1,1,2,1,1,"4","1"
2,6,1,2,2,12,2,1,2,3,2,3,2,2,2,2,NA,1,3,1,"5","3"
3,4,1,2,3,35,1,2,1,4,1,1,2,1,1,2,2,8,1,2,"5","3"
2,6,1,1,2,39,1,2,1,3,1,1,4,2,1,1,1,2,1,4,"5","3"
3,4,1,2,3,49,2,2,2,4,1,3,4,4,4,2,1,1,3,3,"3","3"
1,2,1,1,2,39,2,2,2,3,1,2,4,4,2,1,8,1,5,3,"5","3"
3,4,1,2,2,26,6,1,3,4,1,3,4,3,4,2,2,8,5,4,"5","3"
3,4,1,1,2,18,2,2,2,4,1,2,4,4,3,2,2,1,2,3,"5","3"
1,1,2,2,6,36,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"3","1"
2,7,1,2,2,34,2,2,4,4,1,4,2,3,3,3,2,1,3,2,"5","2"
2,6,1,2,2,46,2,2,3,4,2,3,1,2,4,3,2,1,3,1,"4","2"
2,6,1,1,1,5,2,1,2,2,1,3,1,2,1,2,1,2,4,1,"5","2"
2,6,1,2,2,54,NA,2,1,2,1,1,2,1,2,2,8,2,1,3,"5","2"
2,6,1,1,6,35,2,1,2,2,2,2,2,3,1,2,1,1,2,4,"5","3"
2,6,1,2,2,18,2,1,2,3,1,3,3,3,3,2,2,1,2,1,"4","2"
1,1,1,2,1,9,1,1,1,3,1,2,3,1,2,1,1,2,2,4,"4","3"
2,7,1,2,2,17,2,1,2,3,1,2,1,3,2,2,1,1,2,1,"4","2"
3,5,1,1,4,44,3,1,1,4,1,2,2,1,2,2,2,2,2,2,"4","3"
2,6,1,2,2,39,2,1,1,4,1,1,1,2,3,2,2,8,1,1,"4","2"
1,2,1,2,6,24,1,2,2,2,2,2,3,1,1,1,1,8,5,2,"3","3"
1,2,1,2,5,46,1,3,1,1,2,1,1,3,1,1,1,1,1,3,"4","1"
1,1,1,2,2,39,1,2,2,2,1,2,1,2,2,1,8,1,2,2,"4","4"
2,7,1,1,1,36,2,1,2,3,1,2,2,3,3,2,2,1,1,2,"5","2"
2,6,3,2,5,36,6,1,2,2,1,4,1,2,2,8,8,1,3,2,"5","3"
1,1,2,1,3,22,1,3,1,3,1,2,2,1,3,2,2,1,1,1,"4","3"
3,5,3,2,3,48,2,NA,NA,2,2,3,3,1,2,2,8,8,5,3,"4","2"
1,2,1,2,2,37,2,1,2,2,2,2,2,3,3,1,8,1,2,3,"4","3"
1,1,1,2,2,56,1,2,2,2,1,2,2,1,1,1,1,2,1,1,"5","3"
1,1,1,2,2,47,1,2,1,1,1,1,1,1,1,3,1,2,1,2,"5","1"
3,4,2,2,3,42,1,2,2,3,2,1,2,1,1,1,1,2,1,1,"3","1"
2,6,1,2,3,46,2,1,1,1,1,1,1,1,1,1,1,1,2,1,"4","2"
3,5,1,2,2,12,2,1,1,4,1,4,3,3,2,2,2,1,3,1,"4","2"
1,1,2,1,5,5,1,2,1,3,1,2,2,2,1,2,2,2,2,1,"5","2"
2,7,1,2,5,48,2,2,2,3,1,4,1,3,3,3,8,1,5,1,"4","2"
1,1,2,2,2,26,1,1,1,1,1,1,3,1,1,1,2,2,1,1,"5","3"
1,1,2,2,5,48,1,2,1,3,1,2,3,1,1,3,2,2,1,1,"4","3"
1,2,1,2,3,12,1,2,1,1,1,1,1,1,1,1,1,8,1,3,"3","1"
2,7,1,2,6,42,2,2,4,4,3,4,3,4,4,3,2,1,3,1,"5","2"
2,6,1,2,2,26,6,1,1,2,1,1,1,1,1,2,1,1,5,3,"4","3"
1,1,2,2,4,6,1,1,1,1,1,1,2,1,1,2,2,2,1,1,"4","1"
1,2,2,2,4,6,1,1,2,2,1,2,3,1,1,1,2,2,2,1,"4","3"
5,4,1,2,2,42,2,2,2,2,1,2,2,2,2,2,1,8,2,1,"4","4"
1,1,1,2,6,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,"2","1"
1,2,1,2,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"5","3"
3,4,1,2,6,19,6,2,1,3,2,1,2,3,3,2,2,1,2,1,"4","3"
1,2,2,2,3,45,1,3,2,4,1,3,3,1,4,2,1,2,2,3,"4","3"
3,4,1,1,2,36,2,2,2,4,1,4,3,4,4,1,8,1,2,3,"4","2"
1,1,7,2,2,37,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"4",NA
1,1,1,2,5,24,1,1,1,1,1,1,1,1,1,2,1,2,1,4,"4","1"
2,7,4,1,5,15,2,2,1,4,1,1,3,1,2,1,2,2,1,4,"3","3"
2,7,3,2,4,48,NA,2,2,4,1,2,2,1,2,3,2,2,2,1,"3","2"
1,1,1,2,6,55,1,2,2,2,1,2,2,1,2,2,8,8,2,1,"3","3"
1,1,2,1,2,42,1,2,1,2,1,1,2,1,1,2,8,2,1,1,"4","3"
4,4,1,2,4,12,1,3,1,1,1,1,1,1,1,1,1,2,1,4,"4","4"
3,4,1,2,4,20,2,2,2,3,1,2,3,1,2,2,8,1,2,3,"5","3"
3,4,1,1,2,22,2,1,2,3,1,4,1,3,4,3,2,1,2,2,"4","3"
1,1,2,2,3,48,1,1,2,4,1,3,3,1,4,2,2,8,3,1,"4","1"
3,4,4,2,2,25,1,1,1,1,1,1,1,1,1,1,1,8,1,2,"5","3"
3,4,1,2,2,33,2,2,2,3,1,2,2,2,2,2,8,1,2,2,"4","3"
1,2,6,2,5,36,1,2,1,2,1,1,1,2,1,1,1,2,1,4,"1","1"
3,5,1,2,5,32,2,1,3,3,1,4,3,1,2,2,1,1,3,4,"5","3"
2,7,1,2,2,23,2,2,2,1,2,2,1,2,3,3,2,1,4,1,"5","2"
1,2,1,2,5,6,1,1,1,1,2,1,1,1,1,1,1,2,1,2,"4","1"
1,2,1,2,2,23,2,1,1,2,1,1,1,1,1,1,2,1,1,2,"4","2"
1,1,2,2,2,34,1,2,1,2,1,1,2,1,1,1,1,2,1,2,"4","3"
1,1,1,2,2,36,1,2,1,3,1,2,3,2,1,2,2,1,1,1,"4","3"
2,7,1,2,2,39,2,3,3,3,1,3,3,3,3,2,2,1,2,1,"3","4"
2,6,1,2,2,36,2,2,2,4,1,1,4,1,4,2,2,8,2,1,"4","4"
2,7,1,1,4,54,2,1,3,NA,1,4,2,2,3,2,2,1,2,1,"4","2"
3,4,1,2,2,42,2,1,3,4,1,4,1,4,4,3,2,1,2,1,"4","2"
1,1,1,1,2,48,NA,3,1,1,1,1,4,1,3,1,1,1,1,4,"3","3"
1,1,1,1,2,36,1,3,1,3,1,2,3,3,3,1,1,2,2,2,"4","3"
3,3,1,2,5,50,1,2,1,2,1,1,2,1,2,1,1,2,1,2,"4","3"
1,1,1,2,5,53,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"3","1"
1,1,1,1,1,21,1,2,2,3,1,1,2,2,1,2,2,2,2,2,"5","3"
2,7,1,2,2,42,2,1,1,2,1,4,1,1,3,2,1,1,3,1,"5","2"
3,8,1,2,2,36,6,1,2,1,1,2,1,1,2,2,2,8,2,1,"4","1"
3,4,3,1,3,12,1,2,1,2,1,2,3,1,1,2,1,1,2,1,"3","3"
2,7,1,1,2,12,2,2,2,4,2,2,4,4,4,2,2,1,2,3,"4","2"
3,4,1,1,2,8,2,2,2,4,1,2,4,4,3,2,2,1,2,4,"4","3"
1,1,2,2,3,48,1,1,1,2,1,1,NA,2,1,8,8,2,5,1,"5","3"
3,4,1,1,5,20,1,2,3,2,1,3,3,2,2,1,1,2,5,1,"4","1"
1,2,1,2,2,26,1,2,1,2,1,2,1,2,2,2,8,1,2,1,"5","3"
3,3,1,2,6,39,2,3,4,3,2,4,4,2,3,2,2,8,2,2,"1","2"
1,1,1,1,2,42,1,1,1,1,1,1,1,2,1,2,1,1,1,4,"3","4"
2,7,1,2,2,48,2,1,4,4,1,4,1,3,3,2,2,2,5,1,"3","2"
1,1,6,2,3,6,1,2,1,1,1,1,2,1,1,1,1,2,1,4,"4","1"
1,1,1,2,2,21,1,1,1,4,1,1,4,1,1,2,2,2,1,1,"5","1"
5,4,1,2,3,27,2,1,2,3,1,3,3,3,2,2,8,1,3,4,"3","3"
2,7,1,1,2,34,2,1,4,4,1,4,4,4,4,8,2,1,2,2,"5","2"
1,2,1,2,2,53,1,2,2,3,1,2,3,2,2,2,1,2,2,1,"3","3"
1,1,2,2,5,8,1,3,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
2,6,1,2,1,39,2,1,3,3,1,3,2,1,4,2,2,1,2,1,"5","2"
2,7,1,2,2,18,2,1,3,3,1,3,4,3,3,2,8,1,2,1,"5","2"
3,4,1,2,2,12,2,3,1,4,2,1,3,3,3,2,2,2,1,3,"3","2"
1,1,2,1,3,12,1,2,2,2,NA,2,2,1,2,2,2,2,2,1,"4","3"
2,6,1,1,2,42,2,2,2,2,1,4,2,2,1,2,8,1,3,2,"5","2"
2,6,1,1,2,39,2,2,2,4,2,4,2,2,3,3,2,1,3,2,"5","3"
2,6,1,2,2,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"4","3"
2,7,1,2,2,48,2,2,3,3,NA,4,3,2,2,2,2,2,3,1,"5","2"
2,6,1,2,2,19,2,2,2,4,1,3,3,2,2,2,2,1,3,1,"4","2"
3,5,2,1,5,26,2,1,2,4,2,4,1,3,4,2,2,1,4,1,"4","2"
3,4,1,2,2,4,1,2,1,3,1,2,3,2,2,2,2,8,1,1,"5","2"
5,5,1,2,2,19,2,2,2,2,1,2,1,2,2,2,1,1,2,2,"4","2"
1,2,1,1,6,54,1,2,2,2,1,2,3,2,2,1,1,2,1,4,"4","1"
2,6,1,2,2,39,2,2,3,4,1,4,2,3,3,2,2,1,4,2,"5","2"
1,2,1,1,5,27,2,3,3,2,1,4,1,3,2,1,1,2,3,3,"3","3"
2,7,1,2,5,49,2,1,1,4,1,2,1,4,3,2,2,1,2,1,"4","2"
2,7,1,2,2,20,2,1,3,3,1,4,2,2,2,2,8,8,3,1,"5","2"
3,3,1,2,2,51,1,2,2,1,1,2,2,2,1,2,1,1,5,2,"5","3"
3,4,2,2,5,6,NA,1,3,2,1,3,1,1,1,2,8,8,3,1,"4","3"
2,7,1,2,2,45,2,1,2,1,1,2,1,2,1,3,2,1,2,1,"4","2"
1,1,1,2,2,42,1,1,2,2,1,1,2,2,1,2,1,2,2,1,"5","2"
1,1,1,2,2,39,1,2,1,1,1,1,2,1,1,1,1,1,1,1,"4","3"
1,1,2,2,4,45,1,1,1,3,1,1,2,1,1,1,2,2,1,1,"4","2"
1,1,3,2,3,26,1,2,1,2,1,1,2,2,1,2,2,1,1,1,"5","1"
2,6,1,1,1,17,2,1,3,3,2,3,3,2,3,2,2,1,2,4,"4","2"
1,2,6,2,5,40,1,2,2,1,2,2,1,1,1,1,1,2,1,4,"1","1"
1,1,4,2,3,53,1,1,1,1,1,1,1,1,1,2,1,1,1,3,"2","1"
3,4,1,1,2,46,2,2,2,NA,1,NA,3,NA,3,2,1,1,2,1,"4","3"
2,7,1,2,2,47,2,2,2,4,NA,2,1,3,2,1,2,1,3,4,"4","2"
3,4,1,2,4,39,2,1,2,3,1,3,3,2,2,2,8,1,5,1,"5","2"
1,1,1,2,2,53,1,2,1,3,1,1,2,1,2,3,8,2,1,1,"4","3"
3,4,1,2,2,25,1,2,3,2,2,2,3,2,2,2,1,2,1,1,"4","3"
3,4,1,2,3,53,1,2,2,3,1,2,2,2,2,2,1,8,2,2,"4","3"
1,2,1,2,2,12,1,2,1,1,1,1,2,1,1,2,1,2,1,2,"5","1"
3,4,1,2,2,54,4,3,1,3,3,1,3,3,3,2,1,2,1,4,"2","1"
1,1,1,1,2,27,1,2,1,2,1,1,2,1,2,2,1,2,1,3,"4","3"
3,4,1,2,6,55,1,2,1,1,1,1,2,1,1,1,1,2,1,2,"4","3"
3,5,1,2,2,46,2,1,3,4,1,4,2,3,3,2,2,1,3,2,"3","3"
3,4,2,2,5,53,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"4","3"
2,6,1,2,6,1,2,1,1,3,1,4,1,NA,1,2,8,1,4,1,"4","2"
2,6,1,2,2,36,2,1,1,1,1,1,1,1,1,1,8,8,1,1,"5","3"
2,6,1,2,2,34,2,1,3,2,1,3,3,1,1,1,1,2,2,4,"5","3"
2,6,1,2,2,16,2,2,3,4,NA,4,2,3,3,2,2,1,4,1,"4","2"
1,1,2,2,6,17,1,1,2,1,1,1,2,1,1,1,1,2,1,1,"3","3"
1,1,1,1,5,6,1,1,1,1,1,2,1,1,1,1,1,2,2,3,"4","1"
1,1,2,2,5,36,1,2,1,2,1,1,2,1,1,2,1,2,1,2,"5","1"
3,4,3,2,3,53,3,2,1,2,2,2,2,3,2,2,1,1,3,2,"2","2"
1,2,3,1,1,48,NA,1,2,4,2,2,3,1,2,2,2,1,2,1,"4","2"
5,4,6,2,3,32,1,3,3,2,2,3,1,2,2,1,1,2,2,1,"4","3"
3,3,1,2,6,24,1,2,1,2,2,2,1,1,1,2,1,1,1,2,"4","3"
1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,"4","1"
1,1,1,1,2,42,1,3,1,2,2,1,4,2,2,1,1,1,1,1,"5","3"
1,1,1,1,2,8,1,1,1,3,1,1,2,2,1,2,2,1,1,2,"4","4"
1,1,1,2,2,48,2,1,1,1,1,1,1,1,1,8,1,2,1,2,"5","2"
4,4,7,1,6,1,3,2,4,3,3,4,1,2,3,3,8,8,3,1,"2","2"
3,4,1,1,6,39,3,1,1,NA,NA,1,2,1,1,2,1,8,2,4,"4","3"
1,1,1,2,2,34,NA,1,3,4,2,3,4,3,2,2,2,8,5,1,"4","3"
2,6,1,2,2,34,2,2,2,1,1,2,2,1,1,1,1,2,1,4,"5","3"
3,4,1,1,2,21,2,2,3,3,1,3,3,3,4,2,8,1,2,3,"4","3"
