"party","levels_of_party","race","gender","education","state_of_residence","president_voted_for","immigration_importance","environment_importance","gay_rights_importance","health_care_importance","climate_change_importance","abortion_importance","racial_equality_importance","gender_equality_importance","legality_abortion","gay_marriage","police_racial_bias","global_warming","religion_importance","age_group","ideology"
2,7,1,1,4,27,2,2,4,4,1,4,2,3,3,2,2,1,4,2,"4","2"
2,7,1,1,3,4,2,2,3,3,1,4,1,2,2,2,2,1,4,1,"5","2"
1,1,2,2,3,13,1,4,1,4,1,3,4,4,2,2,2,8,2,1,"4","2"
2,7,1,2,6,12,2,1,3,2,1,3,1,2,2,2,2,1,3,2,"4","2"
1,1,2,2,5,6,1,3,2,2,1,2,1,1,1,1,2,1,1,1,"3","1"
3,5,1,1,3,48,2,2,3,3,2,4,3,3,3,2,1,1,4,1,"4","2"
2,7,1,1,6,6,2,1,2,4,1,4,2,3,4,2,2,1,2,2,"4","2"
3,3,1,2,2,5,1,2,1,4,1,1,3,2,3,8,2,2,1,1,"5","3"
3,3,1,1,5,32,6,4,1,4,1,1,4,1,3,1,1,2,1,4,"3","1"
1,2,2,1,3,42,1,3,3,2,1,3,3,1,1,1,8,8,2,3,"4","1"
2,7,1,1,2,12,2,1,2,1,1,4,2,1,1,2,1,2,3,2,"5","2"
3,4,1,2,3,17,6,2,1,1,1,2,1,1,1,2,1,1,2,2,"5","3"
3,4,1,1,2,2,2,1,3,4,1,4,2,3,3,2,2,8,2,1,"4","2"
3,5,1,1,2,26,2,2,2,3,1,4,1,3,4,3,2,1,3,1,"5","2"
3,5,1,1,6,34,2,1,2,3,1,3,1,1,4,2,1,1,1,1,"5","3"
1,1,1,1,2,6,1,2,1,2,1,1,1,1,2,1,1,2,1,4,"2","1"
2,6,1,1,2,34,2,1,2,3,1,4,1,3,2,2,8,1,4,1,"4","2"
1,1,1,1,5,4,1,1,1,4,1,1,4,4,1,2,2,2,1,3,"2","3"
3,4,1,1,2,25,2,1,4,4,1,4,4,2,4,8,2,1,4,2,"5","2"
1,2,1,2,6,11,1,2,4,1,1,3,1,2,1,2,1,2,1,4,"2","1"
4,3,1,1,4,39,2,NA,1,2,1,NA,1,1,1,2,1,2,1,2,"4","3"
1,2,7,2,3,42,NA,2,1,4,1,2,2,1,2,8,2,2,1,1,"4","4"
1,2,1,2,6,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,"5","3"
2,7,1,2,2,25,2,2,3,4,1,3,2,4,4,2,2,1,2,2,"4","3"
1,2,6,1,3,37,1,1,2,2,1,3,2,1,3,2,2,2,3,1,"5","3"
2,6,1,1,5,39,2,1,2,3,1,4,2,3,3,2,2,1,4,1,"4","2"
2,7,1,1,3,53,2,2,3,3,2,4,2,3,3,2,2,8,5,1,"3","2"
3,4,2,1,2,36,2,4,4,4,1,4,4,4,4,2,1,1,4,1,"3","3"
1,2,2,1,2,18,1,1,1,1,1,1,1,1,1,2,1,2,5,2,"4","2"
3,4,7,1,5,8,1,2,2,1,1,2,3,1,1,1,1,2,1,4,"4","1"
3,5,1,1,2,53,2,1,4,4,2,4,1,4,4,3,2,1,4,1,"4","2"
2,6,1,2,5,31,1,2,2,1,1,2,1,1,2,1,1,2,1,1,"4","1"
2,7,1,1,4,6,2,1,3,3,2,3,1,1,3,2,2,1,3,1,"5","2"
1,1,1,1,3,31,1,2,1,1,1,1,1,1,1,2,1,2,1,4,"4","1"
5,4,3,2,2,34,1,1,1,1,1,1,1,1,1,8,8,8,1,1,"3","4"
3,5,1,1,4,6,2,1,3,4,2,4,1,3,4,3,2,1,4,1,"3","2"
2,7,1,2,2,18,2,4,4,4,4,4,4,1,4,2,2,1,4,1,"3","2"
3,5,1,2,5,36,2,1,2,2,1,2,2,1,2,2,1,1,3,4,"4","2"
3,5,1,2,2,42,2,3,1,2,1,1,4,2,1,2,1,2,1,2,"4","4"
1,1,1,1,6,8,1,4,1,1,1,1,3,1,1,1,1,2,1,4,"1","1"
2,7,1,2,3,4,2,1,2,4,3,4,3,4,4,1,2,1,4,1,"3","2"
3,4,6,1,6,55,2,3,3,3,2,4,1,3,4,2,2,1,4,1,"4","3"
3,5,1,2,3,48,2,1,3,3,1,3,3,3,4,2,8,1,2,2,"4","3"
3,5,1,1,5,42,2,1,1,4,1,4,3,3,2,8,2,1,4,1,"5","3"
3,3,1,2,5,24,1,2,2,2,2,1,1,2,1,1,1,2,1,1,"4","3"
2,6,1,1,6,39,2,1,4,4,1,4,1,4,4,3,2,1,4,1,"4","2"
3,5,1,1,6,36,2,2,3,2,1,3,3,3,3,2,1,1,3,1,"4","2"
1,1,1,1,2,27,1,2,1,1,1,1,1,1,1,1,1,2,1,3,"4","1"
2,6,1,1,6,39,2,1,2,3,1,2,2,3,3,2,2,1,2,1,"5","2"
3,4,1,1,2,27,1,1,2,4,1,2,1,2,3,3,2,1,1,1,"5","3"
2,7,1,2,3,12,2,1,4,4,1,4,4,4,2,2,2,1,4,1,"4","2"
2,7,1,1,3,53,2,1,3,4,1,4,1,3,4,2,2,1,3,1,"5","2"
3,5,1,2,5,48,2,1,2,3,1,3,1,1,3,2,2,1,2,1,"5","2"
2,7,1,1,5,39,2,1,2,3,1,4,1,2,3,2,2,1,2,1,"5","2"
1,1,3,2,3,35,1,1,2,2,1,3,3,1,1,1,1,2,1,3,"5","1"
1,2,2,2,2,45,1,3,4,3,1,4,3,1,2,8,8,8,5,2,"3","4"
2,6,1,2,5,12,2,2,3,3,1,3,4,2,3,2,1,2,2,2,"5","3"
2,6,1,2,5,53,2,1,2,2,1,2,2,2,3,2,1,1,2,2,"4","3"
2,7,1,1,2,37,2,1,4,4,1,4,1,2,3,3,2,1,4,1,"4","2"
3,5,1,1,6,55,6,1,3,4,1,3,1,2,4,2,2,1,3,1,"3","2"
1,2,1,1,5,35,1,3,1,3,1,1,1,2,4,1,8,2,1,4,"4","3"
2,6,1,2,6,12,2,1,2,3,1,3,3,2,3,1,2,1,3,2,"5","2"
3,5,1,2,5,55,2,2,2,2,1,2,2,2,2,2,1,1,2,2,"4","2"
3,3,7,2,6,50,1,2,1,1,1,1,1,1,1,1,1,2,1,3,"3","1"
2,6,1,1,3,20,2,1,3,3,1,4,1,2,2,3,8,1,4,1,"4","2"
1,2,3,2,4,12,1,2,1,1,2,2,2,2,2,2,1,2,1,3,"1","4"
1,1,1,2,2,29,1,1,1,1,1,1,1,1,1,1,1,2,2,2,"2","1"
2,6,3,1,2,17,2,1,3,4,1,4,2,4,NA,8,2,1,4,1,"4","2"
2,6,6,1,2,53,2,1,2,4,2,4,4,3,3,2,2,1,2,3,"4","2"
1,1,1,2,6,42,1,3,1,2,2,1,1,2,1,1,1,2,1,2,"4","1"
3,5,1,1,5,17,2,2,3,4,3,3,3,4,4,2,2,1,1,3,"1","2"
3,5,1,1,5,27,2,1,2,2,2,4,3,2,2,2,1,1,3,2,"5","3"
3,3,1,1,6,29,6,2,1,3,1,1,2,3,2,2,2,2,1,1,"4","3"
4,5,1,1,2,17,2,1,4,4,1,4,1,4,4,3,2,1,4,1,"3","2"
4,5,3,1,4,8,2,4,3,1,2,3,4,1,1,2,8,1,3,2,"4","3"
1,1,3,1,2,36,1,2,2,3,2,2,3,2,2,1,8,2,2,4,"3","3"
2,6,1,2,2,13,NA,2,1,2,1,1,3,1,1,2,1,1,1,2,"5","3"
1,1,1,2,3,26,1,2,1,2,1,1,1,1,2,1,1,2,1,3,"5","1"
1,2,1,2,4,17,1,1,2,2,1,1,3,2,2,2,1,1,1,2,"4","3"
2,6,1,2,3,8,NA,1,2,3,1,2,1,4,4,2,2,2,1,1,"4","3"
1,2,2,2,2,29,7,1,1,2,1,1,2,1,2,2,8,2,1,1,"4","1"
1,1,2,1,4,20,1,1,4,4,1,4,1,1,1,3,2,2,5,1,"4","3"
1,1,2,2,6,6,1,2,1,1,1,1,1,1,1,1,1,2,1,2,"5","3"
2,7,1,1,2,48,2,2,2,1,2,1,2,2,1,1,2,1,4,1,"3","2"
1,1,3,2,5,27,1,2,1,3,1,1,3,1,2,2,1,8,1,2,"3","1"
1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,"4","3"
2,7,1,2,5,13,2,1,2,3,1,2,1,1,1,2,8,1,1,2,"4","2"
2,7,1,2,2,12,2,1,2,3,1,4,4,2,2,3,8,1,4,1,"5","2"
3,5,3,1,5,12,2,2,2,3,3,4,4,3,3,2,2,1,4,3,"4","2"
2,7,1,2,3,26,2,1,2,2,1,3,2,2,2,1,1,1,5,2,"4","3"
1,1,1,1,5,36,1,NA,1,NA,1,NA,NA,2,2,1,8,1,1,2,"5","3"
3,4,3,2,5,36,1,3,3,2,2,2,2,2,2,2,1,2,1,2,"1","3"
2,7,1,1,5,48,2,1,4,4,1,4,2,2,2,2,2,1,4,1,"5","2"
1,1,1,2,2,42,1,2,1,1,1,1,1,1,1,1,1,1,1,4,"5","1"
2,6,1,1,3,45,2,1,2,4,1,4,1,3,3,3,2,1,3,1,"3","2"
3,5,1,1,2,47,2,1,2,4,1,4,2,4,3,2,8,1,4,1,"5","3"
1,1,1,1,3,26,1,2,1,1,1,1,2,1,1,1,1,2,1,2,"5","1"
1,1,1,1,1,19,1,1,2,3,1,2,2,2,2,2,8,2,1,2,"5","3"
3,4,1,2,4,48,2,1,4,4,2,4,2,4,4,2,1,1,4,4,"4","2"
3,3,1,1,4,42,1,3,1,2,1,2,2,2,2,2,1,2,1,2,"3","3"
2,7,1,1,3,48,2,1,4,4,2,4,3,4,4,3,2,1,4,4,"5","2"
2,6,1,1,2,39,2,1,4,4,2,4,1,3,3,3,2,1,4,1,"4","2"
3,4,1,1,3,37,2,1,2,4,1,4,1,4,3,3,2,1,4,1,"3","2"
2,7,1,2,4,51,2,1,2,2,1,2,1,2,2,2,1,1,4,1,"3","2"
1,1,2,1,2,47,1,2,2,3,2,2,3,2,3,2,2,NA,2,2,"5","2"
2,7,1,2,3,22,2,1,4,4,2,4,3,3,4,2,2,1,4,1,"4","2"
1,1,1,2,3,4,1,2,2,2,1,1,2,1,2,1,1,2,1,1,"5","1"
2,7,1,1,2,19,2,1,2,4,2,3,4,2,2,2,2,1,3,4,"5","2"
3,4,1,1,2,18,2,1,4,4,2,4,1,3,3,3,2,1,3,1,"5","3"
2,7,1,2,6,12,2,1,2,2,1,3,1,1,2,3,2,1,4,1,"5","2"
3,4,1,1,4,55,6,2,3,1,2,4,1,2,3,3,2,1,3,2,"2","2"
3,5,1,2,5,1,2,2,2,2,1,3,2,3,3,2,2,1,3,1,"4","2"
1,1,6,2,5,37,1,2,2,1,1,2,1,2,1,1,1,2,2,3,"3","1"
1,1,2,2,4,28,1,2,2,2,1,2,1,1,1,2,8,8,5,1,"4","1"
1,2,5,2,4,13,1,1,2,2,1,2,2,2,2,1,1,2,1,2,"4","3"
2,6,1,2,2,37,2,2,2,3,1,3,3,2,2,1,1,1,5,4,"4","3"
3,5,1,1,5,18,2,1,2,3,2,3,1,2,3,2,8,1,3,1,"4","3"
3,3,1,2,5,55,1,2,1,2,1,1,2,1,1,1,1,2,1,3,"2","1"
2,6,1,2,3,29,2,3,1,3,1,1,2,2,1,2,8,1,1,3,"4","2"
2,7,1,1,2,4,NA,1,1,3,1,3,1,2,3,3,8,1,4,1,"5","2"
3,4,1,1,6,36,3,3,1,2,1,1,4,3,3,2,1,1,1,1,"3","3"
1,1,1,2,2,26,1,1,1,2,1,1,2,1,2,1,1,2,2,2,"4","2"
1,1,1,1,3,48,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"5","1"
2,7,1,1,3,4,2,1,4,4,1,4,4,2,3,3,2,1,4,1,"4","2"
3,4,1,1,5,4,2,1,1,4,2,4,3,4,4,2,2,1,2,3,"4","2"
3,4,1,2,2,26,NA,1,2,1,1,3,2,1,1,8,1,2,5,3,"4","3"
3,4,2,1,5,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,"5","3"
1,2,1,1,3,42,1,2,1,4,2,1,4,4,2,1,1,2,1,4,"5","3"
1,1,2,2,6,45,1,1,1,1,1,1,1,1,1,8,1,2,1,1,"3","1"
2,7,1,1,2,54,1,2,2,3,1,2,1,2,2,2,1,2,1,3,"4","2"
2,7,1,1,4,8,2,1,3,4,4,4,1,4,3,2,2,1,4,1,"4","2"
2,7,1,2,5,6,2,1,3,4,3,4,3,2,4,2,2,1,4,3,"5","2"
1,1,1,2,2,34,1,2,2,1,1,2,2,2,2,2,1,1,2,2,"4","3"
2,6,1,1,3,35,2,1,4,4,2,4,1,3,3,2,2,1,3,1,"5","2"
2,7,1,2,2,18,2,2,2,2,1,2,2,2,3,1,1,8,5,3,"4","2"
2,6,1,1,3,53,2,1,2,4,1,3,1,2,2,2,2,1,3,2,"5","2"
3,4,2,2,2,26,1,1,NA,4,NA,1,NA,NA,1,2,1,2,5,4,"2","3"
3,3,1,2,5,24,1,2,2,3,1,2,2,1,2,2,2,2,2,1,"5","3"
2,7,1,1,5,34,2,NA,2,NA,1,3,NA,1,1,2,2,1,3,4,"5","2"
2,7,1,2,2,29,2,3,3,3,1,4,2,3,3,2,8,1,4,3,"4","2"
2,6,1,1,3,55,2,2,2,4,2,4,4,3,4,3,2,1,4,2,"4","2"
1,2,2,1,4,47,1,2,1,3,1,2,3,1,1,2,2,2,1,4,"4","3"
3,5,1,1,5,18,2,2,2,4,1,4,3,3,3,2,8,2,2,4,"4","3"
1,1,2,2,6,36,1,NA,NA,1,1,NA,NA,1,NA,1,1,2,1,1,"4","1"
1,1,1,2,3,36,NA,1,1,1,1,1,1,1,1,1,1,2,1,4,"5","1"
2,7,1,2,5,39,2,1,2,4,2,2,3,4,3,2,8,1,2,2,"2","2"
3,4,1,2,5,12,1,2,1,1,2,1,1,1,1,1,1,2,1,1,"5","3"
2,7,1,1,5,6,2,1,2,4,1,1,1,3,2,3,2,1,4,1,"5","2"
1,1,2,1,2,13,1,2,1,1,1,1,2,1,1,2,1,2,1,1,"5","1"
2,6,1,1,2,9,2,1,2,3,1,4,2,2,3,2,8,1,4,3,"4","2"
2,7,1,1,5,46,2,2,2,3,1,2,2,2,1,2,2,1,1,2,"4","2"
2,6,1,2,5,37,2,1,2,3,1,4,4,3,3,2,1,1,2,2,"4","2"
3,3,1,2,2,6,1,1,1,1,2,1,1,1,1,2,1,2,1,3,"5","1"
2,6,1,1,2,42,2,1,4,1,1,4,4,NA,4,2,1,1,3,2,"4","3"
3,4,2,1,3,13,NA,NA,3,3,NA,3,3,2,2,1,1,2,5,2,"1","3"
1,1,2,1,3,26,1,1,1,2,1,1,1,1,1,2,2,2,1,1,"4","1"
1,1,1,2,4,20,1,4,1,1,1,1,1,1,1,1,1,2,1,4,"2","1"
2,7,1,2,2,13,2,1,1,2,1,1,2,2,2,2,2,2,2,1,"5","2"
2,7,1,2,2,42,2,1,1,1,1,2,1,1,2,8,8,1,3,1,"4","2"
1,1,1,1,3,41,1,2,1,2,2,1,2,2,1,1,1,2,2,3,"4","1"
3,8,2,2,3,48,1,3,1,3,1,2,3,1,4,8,2,2,5,1,"2","3"
2,7,1,1,3,1,2,3,3,4,2,4,4,1,4,3,2,1,3,1,"4","2"
1,1,6,2,6,13,1,3,1,1,1,1,1,1,1,1,1,8,1,4,"3","1"
2,6,1,1,2,55,NA,2,1,4,1,1,2,2,2,2,2,1,1,3,"4","3"
2,7,3,2,3,6,1,2,1,2,1,2,1,2,1,1,2,1,1,2,"2","2"
1,2,1,2,2,47,2,1,1,3,1,2,1,2,2,2,8,1,1,1,"4","2"
1,1,1,1,5,12,NA,1,1,1,1,1,1,1,1,1,1,2,1,4,"3","1"
1,1,1,2,5,12,1,1,1,1,1,1,1,1,1,1,1,2,2,2,"4","1"
1,2,2,1,2,34,1,1,1,1,1,1,1,1,1,8,1,2,1,3,"4","1"
3,4,1,2,4,32,3,NA,NA,2,1,3,4,2,2,2,1,2,4,2,"3","3"
1,2,1,2,5,41,1,1,1,1,1,1,1,1,1,2,1,8,2,4,"1","3"
2,6,6,1,6,31,2,2,2,4,1,3,2,4,4,3,2,1,2,1,"4","2"
2,6,1,1,3,29,2,3,3,4,1,4,2,4,4,2,8,1,4,1,"4","2"
1,2,1,2,2,6,2,2,2,2,2,2,2,2,2,2,8,8,5,2,"4","3"
2,6,1,1,5,34,3,1,3,2,1,4,2,4,4,1,1,2,2,4,"2","3"
1,2,2,1,5,37,3,2,2,3,1,2,1,1,1,3,2,2,5,1,"1","3"
3,4,1,1,5,51,2,3,2,4,2,3,4,2,3,2,2,1,2,1,"4","2"
3,3,1,2,5,12,1,3,1,3,1,1,2,3,3,2,1,2,1,3,"4","1"
4,4,1,2,2,6,3,1,1,1,1,1,1,1,1,1,1,2,1,1,"1","4"
1,1,1,2,3,53,1,2,2,2,1,2,1,2,1,1,1,2,1,4,"4","1"
3,5,3,2,3,36,2,1,3,3,4,4,4,2,4,2,2,1,4,1,"4","3"
1,2,2,2,4,13,1,2,1,4,1,2,1,1,1,2,2,2,2,1,"4","3"
2,7,1,2,2,36,2,1,1,2,1,1,1,1,1,3,8,8,1,1,"4","2"
2,7,1,2,5,12,2,1,2,4,3,4,2,2,3,2,2,1,4,1,"4","2"
2,6,1,2,5,25,1,2,2,2,1,2,2,2,1,2,1,2,2,2,"4","3"
4,3,1,1,6,32,1,3,1,1,1,1,1,1,1,1,1,2,1,4,"1","1"
3,4,1,2,6,53,2,NA,3,4,1,3,4,4,4,8,8,8,5,2,"4","3"
1,2,3,2,3,36,1,1,1,2,1,1,1,1,1,1,1,2,1,2,"5","2"
3,8,1,2,3,23,4,1,1,2,2,1,2,2,2,2,1,1,1,1,"2","3"
2,7,1,1,2,47,2,2,3,4,2,3,1,3,3,3,2,1,3,1,"4","2"
1,2,1,2,2,4,1,2,1,1,1,1,3,2,1,2,1,1,1,1,"3","1"
2,6,1,1,5,8,2,1,3,4,2,4,NA,NA,NA,2,2,1,4,1,"5","2"
1,1,4,2,6,34,1,2,1,2,1,1,1,1,1,1,1,2,1,3,"1","1"
1,2,7,1,3,25,1,3,1,3,1,1,4,3,3,1,1,1,1,4,"4","3"
2,6,1,1,6,48,2,1,4,4,1,4,1,4,4,3,2,1,4,1,"3","2"
1,2,1,2,6,13,1,3,1,1,1,1,2,1,1,2,1,2,1,4,"3","1"
2,7,1,1,1,29,2,4,4,4,4,4,1,2,4,2,2,1,4,1,"5","2"
2,7,1,2,2,6,2,2,2,3,1,2,1,2,2,3,2,8,2,1,"5","2"
5,8,1,2,5,6,1,1,2,1,1,2,1,1,1,1,1,2,1,4,"1","1"
3,5,1,1,3,48,2,1,2,4,1,4,2,4,4,2,2,1,4,1,"4","2"
1,2,3,1,5,6,2,2,2,4,1,2,3,2,2,2,1,2,2,3,"1","1"
3,4,6,2,5,51,6,2,1,2,1,1,2,2,1,1,1,8,1,1,"5","3"
3,3,1,2,5,31,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"2","1"
1,2,1,2,5,12,1,1,2,2,1,2,1,1,1,1,1,2,1,4,"4","3"
2,6,1,1,5,1,2,1,2,3,1,2,1,2,2,3,2,1,2,1,"4","2"
3,3,1,1,4,51,3,2,1,2,2,1,2,2,2,2,2,2,1,4,"2","3"
2,6,1,2,3,6,2,1,2,3,1,4,2,2,4,2,1,1,4,1,"3","2"
3,5,1,2,3,12,2,1,2,2,1,3,3,2,2,2,2,1,3,3,"4","3"
2,7,6,2,3,6,2,1,1,4,2,1,1,3,4,1,8,1,1,4,"3","3"
2,7,1,1,2,27,2,1,4,4,1,4,2,4,3,2,8,1,2,4,"3","2"
3,3,1,2,6,4,1,2,1,3,2,1,3,3,2,2,8,1,1,1,"1","3"
2,7,1,1,5,26,2,2,4,4,2,4,4,4,4,2,2,1,5,1,"2","2"
2,6,1,2,2,8,6,3,2,3,1,3,1,2,2,3,2,1,2,1,"5","3"
1,1,1,1,4,6,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"4","3"
1,1,4,2,3,6,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"1","1"
3,3,1,1,4,12,1,2,1,2,1,1,1,2,2,1,1,2,1,4,"4","3"
2,6,3,2,2,4,1,1,2,2,1,2,1,2,2,2,8,8,5,2,"3","4"
2,7,1,2,2,1,2,1,2,4,1,4,1,1,4,3,2,2,5,1,"3","2"
1,2,1,1,5,45,NA,2,2,2,2,4,1,2,2,3,8,2,4,2,"2","3"
1,1,1,2,2,26,NA,1,3,3,1,3,3,1,2,2,8,1,2,1,"4","1"
2,6,1,2,3,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,"4","2"
2,7,1,2,4,25,2,2,1,1,1,1,2,1,1,2,1,1,1,1,"4","2"
3,5,1,2,3,12,2,1,3,2,2,4,2,1,2,2,8,1,4,1,"4","2"
1,1,1,1,5,6,1,2,1,1,1,1,2,1,1,2,1,2,1,1,"4","1"
2,6,1,1,5,51,2,2,2,2,2,2,3,2,3,8,8,1,5,2,"1","2"
3,4,2,1,4,26,1,2,1,3,1,1,2,1,3,1,8,2,1,2,"4","3"
1,2,1,2,5,17,1,3,2,2,1,2,1,2,1,1,1,2,1,3,"2","3"
1,2,3,1,3,48,NA,1,3,3,1,4,1,1,1,2,2,2,4,1,"4","3"
3,3,1,1,6,48,1,1,1,1,2,1,3,1,2,2,1,2,1,1,"3","3"
3,4,1,1,3,39,1,2,1,2,1,1,3,3,3,1,1,2,1,4,"2","1"
1,2,1,1,2,21,3,3,2,2,1,2,2,2,2,2,2,1,2,2,"4","3"
2,7,1,2,3,12,1,NA,1,1,1,1,1,NA,1,1,1,8,1,1,"5","3"
3,5,1,1,5,12,2,1,2,1,1,2,1,3,4,3,2,8,2,1,"2","2"
1,1,2,2,3,45,1,NA,2,1,NA,NA,NA,1,NA,8,8,8,5,1,"4","4"
3,4,1,2,3,21,2,1,1,2,1,1,2,1,2,2,8,2,2,1,"4","3"
3,3,1,2,4,45,1,2,1,2,1,1,2,1,2,2,1,2,1,2,"4","3"
2,7,6,1,3,5,2,1,3,4,4,4,1,4,4,2,2,1,3,1,"3","2"
1,1,2,2,3,13,1,2,2,4,1,2,2,1,1,2,2,2,2,1,"4","3"
4,4,7,1,2,4,2,1,1,4,1,4,1,4,4,2,1,2,4,3,"3","2"
1,1,1,2,2,39,1,3,1,3,1,1,3,2,3,1,8,1,1,4,"4","3"
2,6,1,1,5,12,2,1,2,2,1,4,2,1,1,2,2,8,4,1,"4","3"
2,7,1,2,1,6,2,1,4,4,1,4,1,2,4,3,2,1,4,1,"5","2"
3,4,1,1,4,15,4,3,2,2,1,2,3,1,1,1,1,2,5,4,"4","1"
2,7,1,1,4,47,2,1,4,4,3,4,4,4,3,3,2,1,4,1,"4","2"
2,7,1,2,3,22,2,2,1,4,1,1,1,2,2,3,2,1,1,1,"3","2"
1,1,2,2,3,13,1,2,2,3,1,2,3,1,3,2,1,2,1,2,"4","3"
2,6,1,2,5,48,2,1,3,4,1,4,2,4,2,2,8,1,3,2,"4","2"
2,7,1,1,5,31,2,1,1,4,1,2,4,1,1,2,1,1,2,1,"4","2"
3,3,1,1,5,48,1,3,1,3,1,1,3,2,3,1,1,2,1,4,"4","1"
2,7,1,1,5,38,2,1,3,3,2,4,2,4,3,2,2,1,3,1,"5","2"
2,6,1,1,3,6,2,2,3,3,2,4,3,2,3,2,8,1,3,1,"4","2"
2,7,1,1,6,36,2,1,3,4,2,4,1,3,4,2,2,1,3,2,"5","2"
2,7,1,1,1,48,2,4,2,4,2,3,1,2,4,2,2,1,3,2,"5","2"
3,5,1,1,3,9,2,1,4,3,1,4,1,4,4,2,2,1,3,1,"3","2"
2,7,1,1,2,41,2,1,3,3,1,3,1,3,4,2,2,1,2,1,"5","2"
3,4,1,2,5,53,6,2,2,3,1,3,1,2,2,2,2,1,3,1,"5","2"
3,4,1,1,2,47,1,3,2,2,1,3,2,3,3,1,8,1,2,1,"5","3"
2,7,1,1,4,42,2,1,1,4,1,4,1,2,3,2,2,1,3,1,"5","2"
3,3,1,1,5,55,1,3,1,1,1,1,1,1,1,1,1,2,1,3,"2","1"
1,2,1,1,2,42,2,2,2,3,1,4,1,1,3,3,2,1,4,1,"5","2"
3,5,6,2,6,48,2,1,4,4,1,4,1,NA,4,3,1,1,4,1,"4","2"
1,1,1,1,3,40,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"5","3"
3,4,2,2,6,36,1,2,1,1,1,1,1,1,1,1,1,2,1,3,"2","1"
3,4,1,1,2,1,6,2,1,2,1,1,1,1,1,1,1,2,1,1,"4","1"
3,5,1,1,3,36,2,1,4,4,1,4,4,4,1,2,2,1,2,3,"5","2"
1,2,1,1,5,36,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"2","1"
1,2,1,1,3,6,1,2,1,3,1,1,3,2,2,1,2,2,1,4,"4","3"
3,3,1,1,6,6,1,3,2,1,1,1,1,4,2,1,1,1,1,4,"4","3"
2,7,1,2,2,17,2,1,1,1,1,1,1,1,1,2,2,2,3,2,"3","2"
3,3,1,1,4,12,1,2,1,2,1,1,3,2,2,1,1,8,1,2,"4","3"
1,2,1,2,4,42,1,1,1,2,1,1,1,1,1,2,1,1,1,1,"3","2"
5,5,2,2,5,51,2,1,2,4,2,3,3,3,2,2,2,8,2,1,"1","2"
3,3,1,2,4,6,1,1,1,1,1,1,1,1,1,2,1,2,1,4,"4","3"
2,7,1,2,2,26,2,1,3,3,1,3,3,2,3,1,8,1,2,2,"5","2"
3,3,1,2,6,34,1,1,1,2,1,1,3,1,2,1,1,2,1,2,"4","3"
5,4,2,2,3,48,NA,2,1,4,1,1,2,2,2,2,2,8,2,1,"1","3"
1,1,1,2,3,24,1,2,1,1,1,1,1,1,1,1,1,1,1,3,"4","1"
2,6,1,2,5,12,2,2,NA,4,2,4,1,2,4,3,2,1,5,1,"5","2"
1,2,1,1,5,48,1,3,1,1,1,1,2,1,1,1,1,2,1,3,"4","1"
2,6,1,1,3,30,2,2,2,4,1,4,4,2,2,2,2,1,4,2,"5","2"
2,6,1,2,3,12,2,2,3,3,2,3,1,3,3,2,2,1,3,2,"4","2"
3,4,1,2,4,24,2,1,3,3,2,3,3,3,2,2,8,2,5,2,"4","4"
3,4,3,1,5,12,2,4,3,4,3,3,4,4,4,1,8,1,3,2,"4","3"
1,2,1,2,1,8,1,3,1,4,1,2,3,2,1,2,8,1,1,1,"5","1"
2,7,7,2,5,6,2,1,2,3,1,3,1,2,2,2,2,1,3,1,"5","2"
2,6,1,1,6,6,2,1,3,3,2,4,2,4,4,2,8,1,4,2,"4","2"
3,4,1,2,5,30,2,1,3,3,2,3,1,3,3,3,2,1,2,1,"4","2"
3,4,1,2,4,48,1,3,1,2,1,1,4,2,2,1,1,2,1,4,"5","3"
1,2,1,1,4,4,1,3,2,1,1,1,2,1,1,2,1,2,1,4,"4","1"
1,2,1,1,2,56,1,3,1,1,2,1,1,1,1,1,1,2,1,4,"3","3"
2,6,1,2,4,55,2,2,1,1,1,1,2,1,1,2,1,1,1,4,"4","3"
2,6,1,1,6,42,2,1,2,3,1,2,2,2,2,2,2,1,5,1,"5","2"
3,3,1,1,2,48,1,4,2,2,1,2,3,2,2,2,1,2,1,3,"5","1"
1,1,1,1,2,19,1,3,1,2,2,1,4,2,2,2,1,2,1,4,"5","1"
4,5,1,1,3,47,2,1,4,4,1,4,4,4,4,2,1,1,3,4,"4","2"
2,6,1,2,5,41,2,1,1,3,1,3,1,2,2,1,1,8,1,2,"4","3"
3,5,1,1,4,24,2,1,2,2,1,3,2,2,2,2,1,1,2,2,"4","3"
3,3,1,1,3,53,1,2,1,2,2,2,2,1,2,1,1,2,1,4,"4","3"
1,1,1,2,2,21,1,2,1,2,1,1,1,2,1,1,1,2,1,1,"5","3"
3,4,1,2,3,21,NA,2,2,2,NA,2,2,2,2,1,1,8,5,2,"3","1"
