"party","party.agendas","levels.of.party","race","education","fam.income","state.of.residence","vote.method","president.voted.for","reason.of.voting","immigration.importance","environment.importance","gay.rights.importance","health.care.importance","climate.change.importance","abortion.importance","racial.equality.importance","gender.equality.importance","legality.abortion","gay.marriage","police.racial.bias","global.warming","tax.raise","employment.status","political.viewpoint","religion.importance"
2,2,7,1,3,97,42,1,2,1,2,3,4,1,3,1,4,4,2,8,1,4,2,7,5,3
3,1,4,1,6,11,8,3,2,2,3,2,3,2,3,2,2,2,1,1,1,2,1,1,3,4
1,2,1,1,5,10,53,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,2,2
3,2,4,1,5,97,48,2,3,NA,2,1,3,2,1,3,4,4,2,1,1,1,1,1,3,2
2,2,6,1,3,9,6,1,2,2,4,3,4,1,3,2,3,4,8,2,1,4,2,2,4,1
3,2,3,1,5,6,53,3,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2
3,2,4,1,2,4,48,3,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,5,3,4
3,1,5,1,6,97,29,1,2,2,3,3,3,1,3,3,2,4,1,1,1,3,2,5,3,2
3,1,4,6,5,1,12,1,2,1,1,2,4,1,4,2,4,4,2,2,1,4,2,2,5,4
3,1,4,1,3,11,49,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3
3,1,4,1,6,12,32,2,2,2,1,3,2,3,4,4,2,3,2,1,1,1,1,1,3,4
2,2,7,1,3,97,53,3,2,2,1,3,4,1,4,1,4,4,3,2,1,4,2,7,5,1
2,1,7,2,4,3,4,1,2,1,1,3,4,1,4,1,4,4,2,2,1,4,2,5,5,2
3,2,3,1,3,3,40,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,3,4
2,2,7,1,2,7,12,1,2,2,1,2,3,1,2,1,3,2,3,8,1,3,1,5,4,1
2,1,7,1,6,9,42,1,2,1,2,3,4,2,3,4,2,3,2,2,1,3,2,5,4,1
3,1,4,1,3,97,55,1,2,2,1,2,4,2,4,4,4,4,2,1,1,4,2,1,4,4
3,1,4,1,6,13,6,3,2,2,1,1,3,2,2,2,3,3,2,1,1,2,1,1,3,1
2,1,7,1,2,14,27,2,2,1,1,2,2,1,2,1,1,2,2,2,1,3,2,1,5,1
2,2,6,1,2,7,36,1,2,1,1,2,3,1,3,1,3,3,2,8,1,3,3,1,4,3
1,2,1,1,3,4,36,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,5,2,4
3,1,4,1,5,10,6,3,2,1,1,2,3,1,3,1,2,4,3,2,1,3,2,1,4,1
1,2,1,1,5,97,12,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,4
3,1,5,1,3,3,55,1,2,1,2,3,3,3,4,2,2,3,2,8,1,4,2,2,3,2
1,1,1,2,3,10,48,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,4
3,2,5,7,5,97,36,1,2,1,1,3,4,1,4,2,4,4,2,8,1,4,2,7,3,2
2,2,7,1,3,11,42,1,2,1,1,1,4,1,2,1,2,3,2,2,1,2,3,2,4,1
2,1,6,1,6,11,42,1,2,2,2,2,4,2,4,1,2,4,3,2,1,2,3,1,4,1
3,1,5,1,5,12,24,2,2,1,1,1,2,1,3,3,1,4,2,1,1,3,2,1,4,2
3,1,3,1,6,12,29,1,1,2,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,4
2,2,6,1,3,6,37,2,2,1,2,2,4,2,3,1,1,2,3,8,1,2,2,1,4,1
3,1,5,5,5,7,6,1,3,NA,2,2,2,2,3,3,2,2,2,1,1,5,2,1,3,2
1,1,2,1,6,12,6,1,1,1,3,1,3,1,1,3,2,2,2,1,2,1,1,6,3,1
2,2,6,1,2,6,41,3,2,1,2,2,3,1,3,2,2,3,3,2,1,2,3,5,4,1
2,2,6,1,5,12,6,3,2,2,1,2,3,1,2,3,3,3,1,2,1,2,3,1,3,2
2,2,7,1,5,6,32,2,2,1,1,3,4,1,4,1,3,4,2,8,1,4,1,1,4,3
3,1,5,1,5,12,8,1,2,2,1,2,4,2,4,3,4,4,2,2,8,4,2,1,4,2
3,1,3,1,5,11,26,1,1,1,2,1,2,1,1,3,2,2,1,1,2,1,1,1,3,3
2,2,6,1,2,7,21,1,2,1,3,4,4,2,4,1,1,2,2,1,1,3,2,1,4,2
2,1,6,1,6,7,27,1,2,1,1,3,4,3,4,3,3,4,2,2,8,3,2,1,5,1
3,1,4,1,2,97,41,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1
2,1,7,1,6,15,26,3,2,1,2,3,2,2,4,2,2,2,2,1,1,4,2,5,4,2
2,2,7,3,3,97,6,2,2,1,1,2,2,1,2,1,2,2,3,2,1,3,2,1,5,1
1,2,1,3,6,11,6,3,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2
3,1,4,1,5,5,30,2,2,1,3,2,3,2,4,2,3,3,2,2,1,3,2,1,4,2
2,1,6,1,4,9,55,1,2,1,1,2,4,2,4,4,4,4,2,2,1,4,2,1,4,4
1,1,1,1,5,8,41,3,1,1,2,2,NA,1,2,2,1,2,2,1,8,1,1,5,1,2
1,2,1,1,2,4,39,2,1,1,2,NA,NA,1,NA,2,2,1,2,1,2,1,1,7,2,1
2,1,7,1,6,12,47,2,2,1,1,2,4,1,4,4,2,3,2,8,8,5,3,2,4,2
4,1,5,1,3,7,36,2,2,2,2,2,4,2,3,1,3,2,3,8,1,2,2,1,5,1
3,2,4,1,4,9,18,1,2,1,NA,3,4,2,4,1,2,4,3,2,1,4,2,1,5,1
2,1,6,1,3,97,36,1,2,2,1,2,3,2,3,2,2,2,2,8,1,3,3,1,4,2
2,2,7,1,5,97,12,3,2,1,1,4,4,2,4,2,2,4,3,2,1,4,2,1,5,1
3,1,3,3,5,97,27,3,1,2,3,1,2,1,1,3,1,2,2,8,2,1,1,1,3,3
2,2,6,1,6,12,29,1,2,1,1,3,4,1,4,4,3,3,8,2,1,2,2,1,4,2
3,2,4,1,2,12,17,2,3,NA,2,2,1,2,2,4,1,1,8,1,8,1,1,5,3,3
2,2,7,1,2,6,36,1,2,2,1,1,3,1,2,2,2,2,3,2,8,2,2,5,4,2
3,2,5,1,5,97,48,2,2,2,2,2,2,2,3,3,3,3,2,1,1,3,2,1,3,2
2,2,6,1,6,97,22,1,2,2,2,2,3,2,3,3,3,3,2,8,1,5,2,1,4,4
2,2,6,1,3,13,55,2,2,1,1,3,3,1,4,2,3,3,2,2,1,2,2,1,4,4
2,2,6,1,6,11,51,3,2,1,2,3,4,2,4,3,2,4,2,8,1,3,2,1,4,1
1,2,1,1,3,10,51,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,5,2,2
3,2,4,1,5,13,4,3,3,NA,1,4,4,1,4,4,4,4,2,1,1,4,2,1,3,3
2,1,6,3,4,12,12,3,2,2,2,2,3,1,3,3,2,2,2,8,1,2,2,1,4,1
2,2,6,1,2,5,38,1,2,1,1,4,3,3,4,2,4,4,2,8,1,4,2,1,5,1
3,2,3,2,5,97,48,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,4
3,2,5,1,2,6,42,2,2,1,1,4,4,1,4,2,4,4,2,2,1,4,2,5,4,3
2,2,7,1,3,4,26,1,2,1,1,3,4,2,4,1,3,3,3,2,1,4,3,5,5,1
1,1,2,1,3,5,54,2,1,2,3,1,1,1,1,3,1,1,2,1,2,1,1,2,3,4
2,1,6,3,6,11,36,1,2,1,1,1,1,1,4,2,1,1,1,1,1,3,2,1,3,2
1,2,2,1,6,7,17,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,9,1,4
3,2,3,8,6,8,34,2,2,2,1,2,2,1,3,2,1,2,3,1,2,3,3,2,2,1
2,2,7,3,5,97,53,3,2,1,2,3,2,1,3,1,2,2,2,2,1,3,2,5,4,1
4,1,5,1,2,7,13,2,2,2,1,3,4,1,3,3,2,3,2,2,1,2,3,2,4,3
4,2,5,1,2,4,42,1,3,NA,1,2,3,1,3,4,3,3,2,1,1,2,2,1,4,4
3,2,5,1,5,6,4,2,2,1,1,3,3,1,3,3,2,2,2,2,2,3,1,2,5,2
2,2,6,1,6,11,28,1,2,2,2,2,3,1,3,2,3,4,2,1,1,5,2,1,4,2
3,1,4,1,6,14,6,3,4,NA,1,1,3,1,1,NA,2,3,1,1,2,1,2,1,3,4
2,1,6,1,6,10,17,2,2,2,2,1,4,1,2,1,2,2,3,2,1,2,1,1,4,1
2,2,6,1,6,15,25,3,2,2,2,3,4,1,3,3,3,4,2,2,1,3,2,2,4,2
2,1,6,1,5,11,53,3,2,1,1,2,4,1,4,1,4,4,2,2,1,3,2,4,4,2
2,1,6,1,2,3,12,2,2,1,1,2,4,1,4,2,3,4,2,2,1,4,1,1,4,3
2,2,7,1,6,7,48,2,2,1,1,1,4,1,4,2,2,4,2,2,1,3,3,9,4,1
2,2,7,1,5,10,48,2,2,2,1,4,4,2,4,1,3,4,3,2,1,4,1,1,5,1
1,2,1,1,5,3,12,3,1,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,4
3,2,3,1,5,3,6,3,1,2,2,1,3,1,1,3,1,1,1,1,2,1,1,6,2,3
1,1,1,1,4,1,39,1,1,1,2,1,2,1,1,1,3,1,1,1,2,1,1,4,1,4
1,1,1,4,6,97,37,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,4
1,2,2,1,3,4,29,1,2,1,2,1,2,1,1,1,2,2,3,2,1,1,1,5,3,1
1,2,2,1,5,9,37,2,1,2,3,1,2,1,1,1,2,2,1,1,1,1,1,1,3,4
2,2,7,1,5,10,29,1,2,2,1,2,4,2,3,2,2,2,2,8,1,4,2,1,5,2
3,2,5,1,4,3,26,2,2,1,2,3,2,1,4,3,2,3,2,1,1,4,3,1,4,2
1,1,1,1,3,9,53,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4
4,2,4,1,2,6,53,3,2,2,2,2,3,1,4,1,1,4,2,2,1,3,2,5,4,2
2,2,7,1,3,8,47,2,2,1,1,2,3,1,2,1,1,1,2,2,1,2,2,5,4,1
3,1,4,1,5,97,8,3,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,3,3
2,1,6,1,3,7,28,1,6,NA,1,4,4,1,4,1,3,4,3,2,1,4,2,1,5,1
3,1,3,1,6,10,17,2,1,2,1,2,3,1,2,2,2,2,2,2,2,1,1,2,3,1
3,1,5,1,6,12,26,1,2,1,1,3,4,1,4,1,4,4,3,2,1,3,2,1,4,1
3,1,3,1,5,97,12,1,1,2,2,1,1,1,1,4,2,1,1,1,2,1,1,2,3,2
2,2,7,1,5,11,36,1,2,1,2,2,3,1,4,3,3,2,2,2,2,2,2,5,3,3
2,1,6,7,5,10,39,1,2,1,1,2,3,2,3,3,3,3,8,8,1,2,2,1,4,4
2,2,6,1,1,11,36,1,2,1,1,2,1,1,2,3,1,1,1,1,1,2,2,1,3,3
1,2,2,1,6,97,48,2,1,2,3,1,2,1,1,1,1,2,1,1,2,1,1,9,2,4
2,2,6,1,5,7,24,2,6,NA,2,2,4,1,3,1,3,4,3,1,1,2,2,1,4,2
3,1,4,1,6,10,13,1,2,2,1,2,3,2,2,3,2,2,1,1,1,5,1,1,3,2
2,2,7,1,6,9,12,1,2,2,1,3,4,2,4,1,NA,4,3,2,1,3,2,1,5,1
1,2,1,1,5,10,6,1,1,1,4,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4
3,1,3,1,6,4,41,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
3,1,3,6,6,13,37,2,2,2,1,2,2,1,4,2,2,3,2,8,1,2,2,1,3,1
3,1,5,1,6,10,47,3,6,NA,2,2,3,1,2,1,2,3,2,2,8,2,1,1,4,1
1,1,1,7,6,11,42,1,1,1,2,1,2,1,1,3,1,2,2,1,1,1,1,2,1,4
3,1,4,1,3,5,30,1,1,1,2,1,1,1,1,3,1,1,2,1,2,1,1,1,3,1
2,2,7,1,5,11,47,2,2,1,1,2,4,2,4,1,4,4,2,2,1,4,2,1,4,1
2,1,7,1,5,10,6,1,2,1,2,2,4,2,4,1,2,2,2,2,1,3,2,7,4,1
2,2,6,1,2,97,42,1,2,1,2,2,3,1,2,2,2,2,2,1,1,2,1,7,3,4
3,2,5,1,4,5,6,1,2,1,1,4,4,1,4,4,3,4,2,2,1,4,2,5,4,1
2,2,6,1,5,7,16,1,5,NA,2,4,4,2,4,2,4,4,2,8,1,4,2,1,5,1
3,1,4,6,5,9,29,1,6,NA,2,3,3,2,3,3,3,3,2,8,1,2,2,1,4,1
2,2,7,1,3,11,6,1,2,1,1,2,2,2,4,2,2,2,8,2,1,2,2,1,5,2
1,2,1,1,6,8,17,2,4,NA,2,NA,2,NA,1,1,NA,2,1,1,2,1,1,1,1,4
1,1,1,1,5,7,48,2,1,1,2,2,2,2,2,3,2,2,2,1,2,1,1,1,3,3
3,1,5,1,6,97,6,3,2,1,1,4,3,3,4,2,2,4,2,2,1,4,2,5,5,3
2,2,7,1,2,97,37,2,2,1,2,1,3,1,4,1,3,2,3,2,1,4,1,5,5,3
2,1,7,3,5,5,6,1,2,1,1,2,4,1,3,4,2,2,2,1,1,4,1,2,4,1
2,1,6,1,5,2,24,3,2,2,1,3,2,3,3,3,3,3,2,1,1,4,1,9,3,1
3,1,4,1,6,8,36,1,2,2,1,3,3,1,4,2,2,3,2,1,1,2,2,9,3,1
3,1,4,1,5,97,37,2,2,2,1,3,4,1,4,4,4,4,1,2,1,4,2,1,3,2
2,2,6,1,5,8,49,3,5,NA,2,2,3,1,2,1,2,2,2,2,1,2,1,5,4,2
4,1,5,1,3,6,51,1,3,NA,3,4,3,2,4,4,4,4,1,1,1,2,2,1,4,4
3,2,4,2,6,8,6,1,2,1,1,3,4,1,4,3,4,4,8,2,1,4,2,4,4,2
3,1,4,1,5,11,8,3,2,2,3,1,2,1,3,1,1,3,1,1,2,2,2,1,3,4
3,2,5,1,4,8,55,2,6,NA,1,2,4,1,4,3,4,3,2,8,1,2,2,1,4,3
4,1,4,1,5,7,6,NA,NA,NA,1,1,2,2,2,1,1,4,2,1,1,2,2,1,3,2
3,1,4,1,5,97,24,1,2,1,1,3,4,1,4,1,3,3,3,2,1,4,2,5,4,2
4,2,5,1,3,8,21,1,2,1,2,1,3,1,3,1,4,3,2,2,1,3,2,4,5,1
1,2,1,1,5,12,26,1,1,1,3,1,2,1,1,3,1,2,1,1,8,1,1,1,2,4
3,2,5,1,5,8,36,1,2,2,2,4,4,2,4,1,2,4,3,2,2,3,2,1,4,1
1,1,1,1,6,11,39,3,1,1,2,2,3,2,3,2,2,2,1,1,2,1,1,1,2,4
2,1,7,1,2,4,6,3,2,1,2,2,3,1,4,3,1,2,2,8,1,4,2,2,5,3
1,2,2,1,5,10,26,1,1,1,3,2,1,1,2,4,2,2,1,1,2,1,1,1,3,2
2,1,6,1,5,11,35,2,2,1,1,3,3,1,3,1,3,3,2,8,1,3,2,7,3,2
3,1,5,1,3,3,6,1,2,1,1,3,4,1,4,1,2,3,2,2,1,3,2,1,4,1
3,2,3,4,5,11,36,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,7,3,3
1,1,2,1,5,97,48,2,1,2,2,2,3,2,3,2,2,3,2,2,8,2,3,2,3,2
1,1,1,1,6,11,47,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,4
2,1,7,3,3,3,36,1,2,1,1,2,3,2,4,4,3,3,2,1,1,3,3,5,4,3
2,2,7,1,2,7,55,3,2,1,1,4,4,2,4,2,4,4,2,2,1,4,1,1,5,2
2,1,6,1,3,1,12,2,2,1,1,1,3,2,2,4,2,2,1,1,1,2,1,4,4,4
2,2,7,3,2,97,4,3,2,1,1,3,3,NA,3,1,2,2,2,1,1,4,2,5,5,1
3,1,5,6,2,8,31,1,2,1,2,2,4,2,3,2,2,3,2,2,1,2,2,1,4,2
2,1,7,1,6,12,48,3,2,1,1,2,3,1,3,1,3,3,2,1,1,2,2,5,4,3
3,2,4,1,6,12,25,2,2,1,1,3,3,2,4,2,3,4,2,1,1,3,2,1,4,2
2,1,7,1,2,11,42,1,2,1,1,2,2,1,3,3,2,3,8,1,1,3,2,7,4,1
2,2,7,1,4,11,12,2,2,1,1,2,3,1,4,3,1,3,2,1,1,2,3,1,4,1
3,2,5,1,3,7,42,1,2,2,1,3,3,2,3,3,3,3,2,2,8,5,3,5,3,4
3,1,4,1,6,4,31,1,2,1,1,3,4,3,4,3,4,3,2,2,1,4,2,1,5,4
1,1,1,1,6,11,51,1,1,1,3,1,1,1,2,3,2,1,2,1,2,1,1,1,2,2
3,2,4,2,3,8,18,1,6,NA,3,1,4,1,2,4,1,4,2,2,2,2,1,2,3,4
3,2,4,1,6,9,12,2,2,1,1,3,4,1,4,2,4,4,3,2,8,4,2,2,4,1
2,2,6,1,5,97,6,3,2,2,1,1,2,1,3,1,1,2,2,1,1,2,1,5,3,2
3,2,4,1,3,6,9,2,2,1,1,3,3,2,3,2,2,3,2,2,1,3,2,5,3,1
3,2,5,7,6,12,25,2,2,1,1,4,4,1,4,3,4,4,2,2,1,2,2,1,4,1
1,1,2,1,6,9,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,2,2
1,2,1,1,6,12,48,2,1,2,4,2,2,1,2,4,2,3,1,1,2,1,1,5,2,4
1,1,1,1,3,6,55,1,1,1,4,2,1,1,2,4,1,3,1,1,8,1,1,6,1,4
2,2,7,1,3,10,48,2,2,1,1,3,4,1,4,1,4,4,3,2,1,4,2,2,4,2
2,1,6,1,5,97,9,1,2,1,2,2,3,1,2,2,2,3,2,2,1,2,3,5,4,2
2,2,6,1,6,9,39,3,2,1,1,4,3,2,4,4,2,3,2,2,1,4,2,1,4,1
1,2,1,1,5,1,26,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,4,1,4
3,1,3,8,3,97,36,3,1,1,1,1,3,1,1,1,2,2,2,1,2,1,1,2,2,4
2,2,7,1,6,97,24,2,2,2,1,2,3,1,3,2,3,3,2,8,1,3,3,5,4,3
2,2,6,1,6,8,17,1,2,2,1,2,3,2,2,2,2,2,2,1,1,2,1,1,4,2
3,2,5,1,6,11,44,1,2,1,1,NA,2,NA,NA,2,NA,3,3,1,1,2,2,1,4,2
1,2,1,1,5,11,6,3,1,1,2,1,2,1,1,4,1,1,1,1,2,1,1,5,3,4
3,1,5,1,2,9,33,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,3,1
2,1,6,3,5,10,48,2,1,1,2,2,3,2,3,3,3,3,2,2,1,2,2,1,3,2
3,1,4,1,6,97,51,2,2,2,1,4,4,3,4,2,4,4,3,8,1,3,2,1,5,1
2,1,7,1,4,7,12,3,2,1,1,4,4,1,4,1,3,3,3,2,1,4,2,1,5,1
3,1,5,3,6,12,48,2,2,2,2,3,4,2,3,4,3,4,2,1,1,2,2,1,3,4
3,1,5,7,5,10,48,2,2,2,3,3,3,2,4,3,3,3,2,1,1,2,3,1,4,2
2,1,6,3,5,5,29,1,2,1,1,4,4,2,4,1,2,4,3,2,1,4,2,1,5,1
3,1,5,1,6,5,24,2,2,2,1,1,2,1,2,1,2,1,2,8,1,1,3,5,3,1
2,1,7,1,3,97,18,1,2,1,1,2,3,1,3,1,3,2,2,2,1,4,1,6,5,1
1,2,1,1,6,10,12,3,1,2,3,1,2,2,1,3,3,2,1,1,2,1,1,1,2,4
2,1,7,1,5,7,42,1,2,2,1,4,4,4,4,4,4,2,3,2,1,4,2,2,5,1
2,2,7,1,3,8,13,1,2,1,2,4,4,1,4,1,4,4,2,2,1,4,2,1,5,1
2,2,7,1,5,4,17,2,2,1,1,2,2,1,3,3,1,1,2,1,1,5,3,1,4,3
3,1,4,1,1,3,19,1,2,2,1,1,2,4,4,1,3,1,2,2,1,4,2,1,5,3
2,1,6,1,6,7,26,1,2,2,2,3,4,2,4,1,3,4,3,2,1,2,2,1,4,1
2,1,7,1,6,97,39,1,2,1,1,2,2,2,3,1,1,2,2,1,1,2,2,1,5,1
3,1,5,7,6,1,55,1,2,1,2,3,3,2,4,3,4,3,2,8,1,3,3,4,4,4
3,1,3,6,5,8,12,1,1,2,4,2,2,1,1,3,3,1,2,1,2,1,1,1,1,4
3,1,4,1,5,31,51,1,1,2,2,1,3,2,1,2,1,2,2,1,1,1,1,5,4,1
3,1,5,1,3,7,51,1,3,NA,1,3,2,1,3,2,4,4,1,1,1,3,2,1,4,4
3,2,4,1,5,4,12,2,2,2,2,2,4,2,3,4,3,2,8,2,1,5,2,7,3,4
2,2,6,1,2,4,4,1,2,1,1,2,4,1,4,1,2,3,2,2,1,1,1,5,4,1
1,2,1,1,6,9,12,2,1,1,2,1,2,1,1,3,2,1,1,1,2,1,1,5,2,4
1,2,2,1,3,8,40,1,1,2,1,1,2,2,1,4,1,1,1,1,2,1,1,1,3,4
1,1,2,1,6,11,26,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,5,2,4
3,1,4,1,5,5,6,1,2,2,1,2,3,2,3,1,2,2,2,2,1,3,1,5,3,1
3,1,4,6,6,97,4,3,2,1,2,2,4,1,4,3,3,3,2,2,1,3,2,1,4,2
3,1,3,3,3,8,32,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,3,1
3,2,5,1,2,97,18,2,2,1,2,3,4,1,3,1,1,1,3,2,1,2,3,5,4,1
2,2,7,1,4,97,36,1,2,2,1,4,4,2,4,3,3,3,2,2,1,3,2,1,4,2
3,2,5,1,3,11,13,1,2,1,1,3,3,2,3,3,4,3,2,1,1,3,2,5,3,1
3,1,4,7,2,97,9,1,2,1,1,4,4,2,4,4,4,4,2,8,1,4,2,6,4,2
3,2,4,1,2,97,42,3,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,5,3,1
3,1,4,1,5,5,35,2,1,2,2,3,3,3,3,4,2,3,1,2,8,2,2,5,3,4
3,1,4,1,5,97,55,2,2,1,1,4,4,1,4,3,2,3,2,2,1,4,3,4,4,1
1,1,2,1,5,6,48,1,1,1,3,1,2,1,1,3,2,1,3,8,2,1,1,1,2,4
2,2,7,1,6,13,8,3,2,1,1,3,3,1,4,4,3,4,2,1,1,3,2,5,4,4
2,1,7,1,6,9,19,2,2,1,1,3,4,3,4,1,3,4,3,2,1,4,2,1,5,3
3,2,4,1,4,7,27,3,2,2,1,2,2,1,4,3,2,1,2,1,1,5,2,5,4,4
2,1,7,1,6,11,12,2,2,1,2,3,4,2,4,2,4,3,2,2,2,3,2,1,4,2
1,1,2,1,2,97,8,2,1,1,2,1,2,1,1,2,1,1,1,1,8,1,1,1,3,1
3,1,4,2,3,11,40,3,1,2,1,2,3,1,1,3,1,1,8,2,2,1,1,1,3,1
2,1,7,5,3,6,42,1,2,2,1,2,2,1,4,1,3,2,2,1,1,4,2,1,4,1
4,1,4,2,2,3,18,3,2,1,1,3,4,1,4,1,2,4,2,2,1,3,2,5,4,1
4,1,5,6,4,6,42,1,2,1,2,2,4,1,3,4,4,4,8,1,8,2,2,9,3,1
3,1,3,1,2,3,12,3,1,2,2,1,1,1,1,3,1,2,1,1,2,1,1,5,2,3
1,2,2,1,3,11,53,3,1,1,3,1,3,1,1,4,1,2,2,1,2,1,1,5,2,3
3,1,5,1,3,97,13,2,2,1,1,1,4,2,3,2,3,4,2,2,1,2,2,4,4,2
3,1,3,1,5,5,4,3,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,5,2,1
4,1,5,1,6,9,48,2,2,2,1,2,4,1,4,1,1,2,3,2,1,4,2,1,5,1
2,1,6,1,3,11,13,2,2,1,1,3,4,1,4,2,4,4,2,2,1,4,2,5,4,2
2,1,6,1,6,4,42,1,3,NA,3,3,4,3,4,3,4,3,2,1,1,2,2,2,4,3
2,2,7,7,6,97,17,2,6,NA,3,2,3,3,4,1,3,4,3,2,1,2,2,1,5,1
1,2,2,1,4,3,4,NA,NA,NA,2,2,2,1,2,4,2,2,2,1,1,1,1,5,2,4
3,2,4,7,5,4,55,1,1,2,3,2,2,NA,2,1,1,1,2,1,2,2,1,4,2,4
3,2,4,1,6,5,47,2,2,2,1,2,4,1,1,1,3,3,3,2,2,1,1,1,5,1
2,2,7,1,2,6,27,1,2,1,1,2,3,1,3,2,2,3,1,2,1,3,2,2,4,2
3,1,4,6,5,10,42,1,3,NA,2,1,2,1,4,2,1,1,2,1,1,2,2,1,3,1
2,1,7,1,5,11,42,1,2,1,1,2,3,1,3,2,1,3,2,1,1,3,2,1,4,2
1,2,2,1,2,97,42,1,1,1,2,2,1,2,2,NA,2,2,1,1,8,1,1,5,3,2
3,2,5,1,3,5,55,1,2,1,1,2,3,2,2,1,3,3,3,2,1,2,3,5,4,1
2,1,7,1,3,97,6,1,2,2,1,2,3,1,2,3,3,3,1,8,1,3,2,5,4,1
1,2,2,1,4,9,25,1,1,2,2,1,1,1,1,3,2,3,1,1,2,1,3,1,6,3
3,1,5,7,1,10,13,2,2,1,1,4,4,1,4,3,4,4,2,1,1,3,2,1,3,2
3,1,4,1,5,5,37,1,2,2,3,2,4,1,2,1,2,3,3,8,8,2,2,1,4,1
3,1,5,1,3,4,13,1,2,2,2,3,4,1,4,2,3,4,2,1,1,2,2,8,4,3
3,1,3,1,6,6,25,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4
1,2,2,1,2,5,37,2,2,1,1,4,4,1,4,1,1,4,2,2,1,4,2,2,4,1
1,1,2,1,2,3,23,2,1,2,1,1,1,1,1,1,1,1,1,8,8,1,1,5,3,2
2,2,7,1,3,4,48,NA,NA,NA,2,3,4,1,3,2,3,1,2,2,1,4,2,5,5,1
2,1,6,1,5,1,6,3,2,1,1,3,3,1,3,3,3,2,2,8,1,3,2,4,4,3
3,2,3,1,6,31,5,2,1,1,3,1,2,1,1,2,3,1,1,1,1,1,1,1,3,2
3,2,4,1,5,5,12,NA,NA,NA,2,1,3,1,1,3,2,2,2,1,1,2,1,5,3,2
3,1,3,1,5,31,44,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,5,3,4
3,1,4,1,5,14,4,1,6,NA,2,1,2,1,2,4,3,2,1,1,8,2,2,1,3,2
1,1,1,1,5,7,48,2,1,1,2,3,3,1,1,3,3,2,2,1,8,1,3,5,3,4
4,2,4,1,6,9,12,1,2,2,2,2,4,1,3,4,4,4,1,1,1,2,2,5,3,3
3,2,3,1,5,8,6,3,1,1,2,2,2,1,2,3,2,2,8,1,8,1,3,5,3,3
1,2,1,1,5,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
1,2,1,2,3,9,6,3,1,1,4,1,3,1,1,2,1,1,2,2,2,1,1,5,3,1
1,2,2,1,5,97,51,1,1,2,2,1,3,1,1,3,2,1,1,8,2,1,2,1,3,1
3,2,4,1,2,3,19,NA,NA,NA,1,1,2,1,1,1,1,2,2,1,8,1,1,6,3,2
3,2,3,1,5,13,6,3,4,NA,3,NA,2,1,1,2,2,3,1,1,2,1,3,1,2,4
2,2,7,1,2,8,51,2,2,2,1,3,4,1,4,2,4,3,2,2,1,4,2,5,4,2
2,1,6,1,6,97,42,1,2,2,2,2,4,3,2,1,3,2,2,2,1,2,1,1,3,2
1,2,2,1,6,8,50,3,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,2,4
3,1,3,1,6,97,37,3,1,2,4,1,2,1,1,2,1,1,1,1,2,1,1,1,2,4
2,2,7,1,6,97,8,3,2,1,1,3,4,1,3,3,3,3,2,2,1,4,2,5,4,1
1,2,1,1,5,6,20,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,2
